EBD,DMF,EI,LSI,AGE,HSAA,HFA,SRH,PHL,DV,UWHF,MUF,SD,ST,EPK,GEN,LSC,EDU,PAI,PSM,Y
2,5,2,2,76,3,3,3,2,2,3,2,2,3,0,1,72,7,11,0,2
2,5,2,2,89,3,3,3,2,2,3,2,2,3,3,1,85,3,1,0,2
2,5,2,2,50,3,3,3,2,2,3,2,2,3,0,1,67,10,20,1,2
2,5,2,2,51,3,3,3,2,2,3,2,2,3,1,2,130,4,1,0,2
2,5,1,1,25,2,3,5,1,1,4,1,1,3,1,1,120,10,2,2,2
3,5,2,1,62,4,4,1,3,2,1,1,2,3,-2,1,150,6,1,-2,3
1,5,1,1,82,3,3,4,3,2,4,1,2,3,0,1,54,3,4,-1,1
1,4,2,3,52,3,3,3,2,2,1,2,2,3,0,2,120,3,1,1,1
1,5,2,1,42,2,2,2,1,2,2,2,2,3,1,2,78,3,3,0,1
2,5,2,2,32,3,3,4,1,2,1,2,2,3,0,2,120,4,0,0,1
2,5,2,2,51,3,3,3,2,2,3,2,2,3,0,1,110,4,4,1,2
2,5,2,2,59,3,3,3,2,2,3,2,2,3,2,2,75,4,4,4,2
2,4,2,2,75,3,3,3,2,2,3,2,2,3,2,1,96,4,1000,3,2
2,5,2,2,55,3,3,3,2,2,3,2,2,3,1,2,98,3,0,1,2
2,3,2,2,58,4,4,2,2,2,2,2,2,3,1,1,80,3,1,2,2
2,5,2,2,51,3,3,3,2,2,3,2,2,3,1,2,80,3,2,2,2
2,3,2,2,55,3,3,3,2,2,3,2,2,3,0,1,119,3,0,0,2
2,5,2,2,38,3,3,3,2,2,3,2,2,3,0,2,119,3,0,-2,2
2,4,2,2,70,3,3,3,2,2,3,2,2,3,-1,1,75,4,1,1,2
1,5,1,1,36,1,1,5,1,1,5,1,1,4,5,1,110,4,4,2,1
2,5,2,2,75,3,3,3,2,2,3,2,2,3,1,2,700,3,1,3,2
2,5,2,2,66,3,3,3,2,2,3,2,2,3,0,1,80,5,1000,1,2
2,3,2,2,70,3,3,3,2,2,3,2,2,3,2,2,75,3,1,1,2
1,5,3,4,76,3,3,1,4,2,2,3,2,3,-3,2,100,1,0,2,3
2,5,2,2,60,3,3,3,2,2,3,2,2,3,2,1,100,3,0,2,2
2,3,2,2,75,3,3,3,2,2,3,2,2,3,0,2,60,3,0,7,2
1,4,1,3,83,1,2,2,3,1,1,1,3,3,0,1,40,3,1,0,1
2,5,2,2,28,3,3,3,2,2,3,2,2,3,0,1,70,6,0,-4,2
2,5,2,2,69,3,3,3,2,2,3,2,2,3,0,2,50,4,1000,2,2
2,5,2,2,50,3,3,3,2,2,3,2,2,3,4,2,54,8,2,0,2
2,4,2,2,55,3,3,3,2,2,3,2,2,3,0,1,180,4,1,-1,2
2,3,2,2,76,3,3,3,2,2,3,2,2,3,-1,2,119,1,0,0,2
3,3,3,1,51,4,4,4,1,2,5,1,2,4,1,1,133,4,5,0,3
2,4,2,2,24,3,3,3,2,2,3,2,2,3,4,1,30,12,0,3,2
1,5,2,1,23,3,3,4,1,2,1,1,2,4,5,1,80,6,0,1,1
2,5,2,2,54,3,3,3,2,2,3,2,2,3,-1,2,70,6,1000,1,2
2,3,3,1,29,2,2,5,1,2,3,3,2,2,1,2,45,12,15,1,2
2,3,2,2,26,3,3,3,2,2,3,2,2,3,4,2,132,12,0,4,2
2,3,2,2,40,3,3,3,2,2,3,2,2,3,1,2,60,12,12,-2,2
2,5,2,2,38,3,3,3,2,2,3,2,2,3,1,1,93,10,6,1,2
2,5,2,2,45,3,3,3,2,2,3,2,2,3,0,1,95,7,8,1,2
2,4,2,4,42,4,4,5,1,2,4,3,1,4,0,2,825,1,0,2,2
2,5,2,3,80,3,3,2,3,3,1,2,2,3,2,1,10,4,5,2,2
2,3,2,2,32,3,3,3,2,2,3,2,2,3,3,2,12,5,30,2,2
1,4,1,1,47,2,4,2,1,2,2,4,2,3,0,2,45,11,7,1,1
2,2,2,2,22,3,3,3,2,2,3,2,2,3,7,1,30,4,2,0,2
2,5,2,2,47,3,3,3,2,2,3,2,2,3,1,2,110,11,15,1,2
2,4,2,2,43,3,3,3,2,2,3,2,2,3,0,1,54,10,20,2,2
1,5,2,2,59,2,1,4,1,2,3,2,2,3,-2,1,119,13,1000,0,2
2,4,2,2,46,3,3,3,2,2,3,2,2,3,2,1,78,3,6,1,2
2,3,2,2,74,3,3,3,2,2,3,2,2,3,1,1,85,1,1,1,2
2,4,2,2,32,3,3,3,2,2,3,2,2,3,0,1,100,12,7,0,2
2,3,2,2,42,3,3,3,2,2,3,2,2,3,1,1,25,13,50,2,2
2,5,2,4,38,3,2,4,2,2,2,3,2,3,3,1,76,11,3,3,2
2,4,2,2,54,3,3,3,2,2,3,2,2,3,2,1,106,13,1000,2,2
2,3,2,2,42,3,3,3,2,2,3,2,2,3,1,1,86,12,40,2,2
1,4,2,1,36,4,4,2,1,4,1,1,1,3,0,2,37,8,4,0,1
2,4,2,2,47,3,3,3,2,2,3,2,2,3,1,1,98,13,31,0,2
2,2,2,2,38,3,3,3,2,2,3,2,2,3,0,1,64,7,5,0,2
3,2,1,3,69,3,4,2,3,2,5,5,4,4,1,2,60,4,3,1,3
2,5,2,2,50,3,3,3,2,2,3,2,2,3,2,2,70,4,2,2,2
2,5,2,2,60,3,3,3,2,2,3,2,2,3,0,1,15,6,0,0,2
2,3,2,2,74,3,3,3,2,2,3,2,2,3,1,2,60,12,12,0,2
1,5,1,3,74,2,3,4,1,1,3,4,2,3,0,1,56,11,10,0,1
2,4,2,2,58,3,3,3,2,2,3,2,2,3,0,2,80,4,2,-2,2
2,1,2,2,57,3,3,3,2,2,3,2,2,3,0,1,75,4,3,0,2
2,5,2,2,85,3,3,3,2,2,3,2,2,3,0,1,60,6,10,0,2
2,5,2,2,28,3,3,3,2,2,3,2,2,3,1,1,95,12,0,2,2
2,3,2,2,38,3,3,3,2,2,3,2,2,3,2,2,157,12,10,4,2
2,3,2,2,55,3,3,3,2,2,3,2,2,3,1,1,104,12,10,0,2
2,1,2,2,57,3,3,3,2,2,3,2,2,3,-1,2,119,1,1000,1,2
2,3,2,2,71,3,3,3,2,2,3,2,2,3,-1,2,78,4,4,-2,2
2,5,2,2,58,3,3,3,2,2,3,2,2,3,1,2,200,6,0,-2,2
4,2,3,2,68,4,3,1,5,4,4,5,3,2,2,2,200,3,0,2,3
2,3,2,2,29,3,3,3,2,2,3,2,2,3,1,1,20,12,10,1,2
2,4,2,2,34,3,3,3,2,2,3,2,2,3,0,2,119,4,0,2,2
3,5,1,2,29,4,3,5,1,2,1,2,2,2,3,2,200,4,0,3,2
3,5,2,2,39,2,2,3,1,2,2,3,3,4,1,1,35,12,40,0,2
1,5,1,1,64,1,3,5,1,1,3,2,2,3,0,1,12,8,0,0,1
1,5,1,3,53,4,4,1,5,1,5,3,2,3,3,1,230,6,3,1,1
2,4,2,2,72,3,3,3,2,2,3,2,2,3,-1,1,20,4,6,-2,2
1,5,1,1,62,3,4,5,1,1,3,1,1,3,4,2,200,4,2,0,1
2,5,2,2,63,3,3,3,2,2,3,2,2,3,0,2,80,4,0,0,2
2,5,2,2,38,3,3,3,2,2,3,2,2,3,2,1,170,9,4,2,2
3,3,2,5,88,3,1,2,5,2,1,3,2,3,0,2,80,4,11,-1,3
2,4,2,2,31,3,3,3,2,2,3,2,2,3,1,1,94,12,14,2,2
2,4,2,2,60,3,3,3,2,2,3,2,2,3,4,1,67,4,0,1,2
2,5,2,2,67,3,3,3,2,2,3,2,2,3,0,1,16,6,8,0,2
2,4,2,2,53,3,3,3,2,2,3,2,2,3,0,2,50,9,10,-3,2
2,4,2,2,73,3,3,3,2,2,3,2,2,3,0,1,66,4,4,0,2
2,5,2,2,75,3,3,3,2,2,3,2,2,3,2,1,120,3,6,4,2
1,3,2,1,54,3,4,3,1,2,5,1,2,3,-1,2,120,3,1,0,3
3,5,2,2,36,4,4,4,2,2,2,2,3,4,3,1,120,4,4,0,2
2,2,2,2,45,3,3,3,2,2,3,2,2,3,0,1,102,1,0,2,2
2,4,2,2,40,1,3,2,1,2,2,2,2,3,2,2,85,11,1,0,2
2,5,2,2,56,3,3,3,2,2,3,2,2,3,0,1,66,12,12,0,2
2,4,2,2,29,3,3,3,2,2,3,2,2,3,0,1,97,12,10,0,2
2,5,2,2,65,3,3,3,2,2,3,2,2,3,-1,1,130,6,6,-2,2
5,1,4,5,54,4,4,1,4,4,1,6,3,4,0,2,119,1,0,0,4
2,5,2,2,67,3,3,3,2,2,3,2,2,3,1,2,169,6,3,2,2
2,1,2,2,74,3,3,3,2,2,3,2,2,3,0,2,182,3,2,0,2
3,5,2,1,73,2,2,4,1,1,3,1,1,3,1,1,57,4,4,1,3
1,5,2,2,41,2,3,5,1,2,4,1,1,4,1,1,50,12,4,-2,3
2,2,2,2,27,3,3,3,2,2,3,2,2,3,2,1,56,7,6,3,2
2,5,2,2,79,3,3,3,2,2,3,2,2,3,4,2,64,3,1,-4,2
1,5,1,1,63,4,4,4,1,1,5,2,1,3,0,1,69,6,4,1,1
2,3,2,2,68,3,3,3,2,2,3,2,2,3,1,2,96,3,2,3,2
2,5,2,2,67,3,3,3,2,2,3,2,2,3,0,2,69,6,4,0,2
2,4,2,2,37,3,3,3,2,2,3,2,2,3,2,1,43,4,6,-4,2
2,3,2,2,43,3,3,3,2,2,3,2,2,3,0,1,52,10,12,0,2
2,4,2,2,65,3,3,3,2,2,3,2,2,3,0,1,66,4,3,0,2
1,5,5,1,68,3,3,2,2,4,2,4,2,4,1,2,81,4,4,1,1
2,5,1,1,25,3,3,5,1,1,2,1,1,2,0,2,119,10,0,4,2
2,5,2,2,42,3,3,3,2,2,3,2,2,3,2,1,88,4,6,0,2
2,5,2,2,40,3,3,3,2,2,3,2,2,3,4,1,55,9,10,3,2
2,3,2,2,51,3,3,3,2,2,3,2,2,3,-1,1,48,6,2,-2,2
2,4,2,2,22,3,3,3,2,2,3,2,2,3,3,1,100,6,0,1,2
2,4,2,2,60,4,4,5,2,4,3,2,4,2,0,1,45,6,3,0,2
2,3,2,2,60,3,3,3,2,2,3,2,2,3,0,1,100,4,1,0,2
2,1,2,2,60,3,3,3,2,2,3,2,2,3,0,2,140,4,6,2,2
2,1,2,2,74,3,3,3,2,2,3,2,2,3,-1,1,52,4,5,-1,2
2,3,2,2,65,3,3,3,2,2,3,2,2,3,1,1,119,4,3,1,2
2,5,2,2,57,3,3,3,2,2,3,2,2,3,1,1,79,4,10,1,2
2,5,2,2,39,3,3,3,2,2,3,2,2,3,2,2,80,12,9,-3,2
3,4,3,3,51,4,4,1,3,5,5,2,2,3,2,1,119,3,0,4,3
2,3,2,2,50,3,3,3,2,2,3,2,2,3,1,2,49,9,5,-1,2
3,4,5,1,75,4,4,2,3,2,5,3,1,4,3,2,120,3,0,4,3
2,5,2,2,74,3,3,3,2,2,3,2,2,3,2,1,11,6,5,-4,2
2,5,2,2,43,3,3,3,2,2,3,2,2,3,2,2,265,7,10,2,2
1,5,1,1,63,2,2,2,1,3,3,2,3,3,2,2,51,4,2,-1,1
2,3,2,2,58,3,3,3,2,2,3,2,2,3,2,2,70,6,1,0,2
2,5,2,2,47,3,3,3,2,2,3,2,2,3,0,1,62,4,5,1,2
2,3,2,2,89,3,3,3,2,2,3,2,2,3,0,2,50,1,4,1,2
2,3,2,2,53,3,3,3,2,2,3,2,2,3,0,1,141,6,0,1,2
2,4,2,2,33,3,3,3,2,2,3,2,2,3,2,2,65,11,30,1,2
2,5,2,2,57,3,3,3,2,2,3,2,2,3,1,2,100,1,1000,0,2
2,4,2,2,59,3,3,3,2,2,3,2,2,3,0,1,100,4,3,0,2
2,5,2,2,67,3,3,3,2,2,3,2,2,3,1,2,200,6,3,1,2
2,5,2,2,75,3,3,3,2,2,3,2,2,3,2,1,106,3,2,0,2
1,4,1,1,54,3,3,2,1,1,3,1,2,3,0,1,260,4,5,-2,1
2,3,2,2,42,3,3,3,2,2,3,2,2,3,0,1,300,6,5,0,2
2,5,2,2,61,3,3,3,2,2,3,2,2,3,0,2,400,3,3,0,2
2,5,2,2,50,3,3,3,2,2,3,2,2,3,1,1,79,12,25,1,2
2,4,2,2,58,3,3,3,2,2,3,2,2,3,0,2,48,7,4,0,2
2,4,3,2,54,4,4,3,2,3,2,2,2,3,0,2,45,6,5,0,2
2,5,2,2,61,3,3,3,2,2,3,2,2,3,0,2,50,8,4,0,2
2,5,2,2,48,3,3,3,2,2,3,2,2,3,0,1,40,6,5,0,2
2,2,2,2,78,3,3,3,2,2,3,2,2,3,0,2,53,3,2,0,2
2,5,2,2,57,3,3,3,2,2,3,2,2,3,0,2,60,3,0,-2,2
2,5,2,2,37,3,3,3,2,2,3,2,2,3,0,1,52,6,6,0,2
3,2,2,5,79,4,4,1,3,4,3,5,3,2,-1,1,89,7,6,0,3
2,4,4,3,38,4,4,4,5,3,2,2,2,4,0,2,60,5,10,0,3
1,5,1,1,59,4,4,5,1,1,5,1,1,4,3,1,105,4,10,3,1
2,3,2,2,35,3,3,3,2,2,3,2,2,3,1,1,50,9,18,1,2
2,5,2,2,77,3,3,3,2,2,3,2,2,3,0,2,114,4,1,2,2
2,2,2,2,81,3,3,3,2,2,3,2,2,3,0,2,119,1,1000,0,2
2,3,2,2,75,3,3,3,2,2,3,2,2,3,0,1,20,4,5,0,2
2,2,2,2,60,3,3,3,2,2,3,2,2,3,3,1,78,4,4,-2,2
2,5,2,2,71,3,3,3,2,2,3,2,2,3,2,1,100,3,10,1,2
2,4,2,2,75,3,3,3,2,2,3,2,2,3,0,1,1132,1,6,-1,2
2,4,2,2,49,4,4,4,2,3,4,1,2,3,0,2,150,1,0,2,3
2,3,2,2,70,3,3,3,2,2,3,2,2,3,-3,1,750,1,0,0,2
2,2,4,3,55,4,4,2,2,4,5,3,3,2,0,2,132,3,0,1,4
1,4,2,2,60,1,1,1,1,4,3,2,1,3,0,2,100,4,0,-1,2
2,4,3,1,62,4,4,2,2,3,2,3,2,3,1,2,107,4,1,0,3
2,4,2,2,70,3,3,3,2,2,3,2,2,3,0,2,126,1,0,0,2
2,4,3,2,70,3,3,2,2,3,4,2,2,3,0,2,105,1,0,1,3
3,3,3,2,38,3,3,2,2,3,5,3,3,2,2,2,108,4,0,0,3
2,5,2,2,62,3,3,3,2,2,3,2,2,3,4,1,100,4,4,0,2
2,5,2,3,23,3,4,4,1,2,2,3,2,4,1,1,260,8,0,4,1
2,5,2,2,47,3,4,2,2,3,5,4,2,4,-2,2,55,6,6,-1,2
2,5,2,2,34,3,3,3,2,2,3,2,2,3,-3,2,40,3,6,3,2
2,5,2,2,40,3,3,3,2,2,3,2,2,3,2,2,60,10,10,1,2
2,3,2,2,36,3,3,3,2,2,3,2,2,3,2,2,98,4,3,1,2
2,5,2,2,74,3,3,3,2,2,3,2,2,3,0,1,120,6,5,-1,2
2,3,2,2,61,3,3,3,2,2,3,2,2,3,1,2,120,4,0,1,2
4,2,4,4,76,3,4,2,4,4,1,3,2,3,0,2,70,3,0,1,4
2,5,2,2,25,3,3,3,2,2,3,2,2,3,1,1,119,10,0,2,2
2,3,2,2,76,3,3,3,2,2,3,2,2,3,0,1,170,1,0,0,2
2,3,2,2,29,3,3,3,2,2,3,2,2,3,4,2,53,12,5,2,2
2,3,2,2,75,3,3,3,2,2,3,2,2,3,0,2,54,4,2,0,2
2,2,4,2,31,4,4,2,2,4,1,3,4,4,2,1,147,4,6,1,2
1,4,3,2,34,4,4,3,1,2,1,2,1,1,3,2,119,1,0,4,1
2,5,2,2,82,3,3,3,2,2,3,2,2,3,0,2,60,7,5,0,2
3,3,2,3,48,3,3,2,3,3,2,3,2,4,1,2,150,3,1,2,3
2,5,2,2,74,3,3,3,2,2,3,2,2,3,0,2,120,1,1000,1,2
2,4,3,2,76,3,3,4,2,3,1,2,3,3,0,2,300,1,0,1,2
2,3,2,2,51,3,3,3,2,2,3,2,2,3,1,2,200,3,4,1,2
2,4,2,2,25,3,3,3,2,2,3,2,2,3,1,2,60,12,2,0,2
1,5,3,3,51,3,4,2,1,3,1,1,3,4,3,2,20,4,7,3,1
2,4,2,2,46,3,3,3,2,2,3,2,2,3,1,2,80,4,1,0,2
2,3,2,2,32,3,3,3,2,2,3,2,2,3,0,1,40,10,0,0,2
2,4,2,2,53,3,3,3,2,2,3,2,2,3,1,1,42,4,3,1,2
2,4,2,2,57,3,3,3,2,2,3,2,2,3,0,1,50,6,3,3,2
1,5,1,1,43,4,4,2,3,1,1,3,3,2,1,1,70,4,3,0,3
2,4,2,2,30,3,3,3,2,2,3,2,2,3,3,2,70,10,5,3,2
2,5,2,2,54,3,3,3,2,2,3,2,2,3,0,2,42,3,0,4,2
2,3,4,2,55,4,4,2,2,2,4,4,3,4,2,1,40,4,1,0,2
3,3,3,3,53,4,4,2,3,3,1,4,3,2,5,2,60,4,3,2,3
2,5,2,2,59,3,3,3,2,2,3,2,2,3,2,1,100,4,1000,-1,2
2,5,1,2,71,3,4,4,2,2,3,1,2,3,1,2,125,1,1000,1,2
2,5,2,2,46,3,3,3,2,2,3,2,2,3,2,2,24,3,0,-2,2
2,1,2,2,47,3,3,3,2,2,3,2,2,3,3,1,150,6,0,-2,2
3,3,5,2,27,4,4,4,1,1,3,2,1,2,0,1,68,7,8,3,5
2,2,2,2,67,3,3,3,2,2,3,2,2,3,-2,2,100,1,0,2,2
2,4,1,2,23,3,3,3,3,1,2,2,3,1,1,1,200,7,3,2,2
2,5,2,2,28,3,3,3,2,2,3,2,2,3,1,2,80,12,2,0,2
2,4,2,2,27,2,2,4,2,2,3,2,2,4,0,2,71,4,1000,3,2
2,2,2,2,27,3,3,3,2,2,3,2,2,3,2,1,80,4,12,6,2
2,3,2,2,29,3,3,3,2,2,3,2,2,3,-2,2,98,9,0,-3,2
2,4,2,2,35,3,3,3,2,2,3,2,2,3,3,2,60,10,9,2,2
1,2,4,2,58,4,4,2,1,2,5,2,2,3,4,2,100,3,0,1,1
2,3,2,2,61,3,3,3,2,2,3,2,2,3,0,2,125,3,1000,0,2
2,2,2,2,58,3,3,3,2,2,3,2,2,3,1,1,119,6,2,0,2
1,5,5,1,36,4,4,3,1,5,1,1,1,1,4,2,119,9,0,0,1
2,3,2,2,83,3,4,3,2,2,2,2,1,3,9,1,75,3,0,0,2
2,5,2,2,26,3,3,3,2,2,3,2,2,3,3,1,105,7,0,-2,2
2,2,2,2,65,3,3,3,2,2,3,2,2,3,1,1,25,3,0,1,2
1,5,2,1,54,4,4,3,1,2,3,1,3,3,0,1,119,3,6,1,1
1,5,2,1,42,3,3,3,1,1,3,2,2,2,1,2,70,5,0,0,1
1,5,1,4,35,3,3,2,1,3,5,2,3,3,3,2,154,3,1,3,1
2,2,2,2,39,3,3,3,2,2,3,2,2,3,4,2,84,3,0,2,2
4,4,2,1,42,4,4,2,4,2,5,3,2,2,2,2,216,1,0,1,2
2,3,2,2,43,3,3,3,2,2,3,2,2,3,0,2,70,12,0,-3,2
2,4,2,2,53,3,3,3,2,2,3,2,2,3,0,1,79,8,2,0,2
2,4,2,2,38,3,3,3,2,2,3,2,2,3,4,2,119,3,1,2,2
1,4,2,4,70,4,4,1,1,5,5,3,1,3,0,1,10,1,0,0,1
2,2,2,2,57,3,3,3,2,2,3,2,2,3,-7,2,119,1,0,8,2
1,5,2,1,68,4,4,3,1,1,5,1,1,1,2,2,64,4,4,2,1
2,5,2,3,30,2,4,5,1,1,4,1,2,3,6,1,97,12,30,2,2
2,4,2,2,42,3,3,3,2,2,3,2,2,3,4,2,124,4,1000,0,2
2,5,2,2,36,3,3,3,2,2,3,2,2,3,-1,2,20,4,1,-2,2
2,4,2,2,26,3,2,3,1,3,3,2,2,2,4,2,110,12,1000,3,2
2,5,2,2,49,3,3,3,2,2,3,2,2,3,-2,1,200,8,3,-1,2
2,4,2,2,45,2,4,3,2,2,2,3,2,3,4,2,120,3,1,-2,2
2,4,2,2,55,3,3,3,2,2,3,2,2,3,3,1,110,7,3,-1,2
5,4,4,4,44,3,4,1,3,4,3,1,3,3,0,2,180,1,1,1,3
1,4,1,2,36,4,3,5,1,2,3,1,1,3,2,1,100,10,6,1,2
2,5,2,2,67,3,3,3,2,2,3,2,2,3,2,2,120,7,5,2,2
2,3,1,2,30,3,3,5,1,4,3,1,3,2,2,1,130,12,5,2,3
1,4,2,3,63,4,3,3,3,4,3,1,2,3,0,2,130,4,1,-1,3
2,5,2,2,53,3,3,3,2,2,3,2,2,3,2,1,134,7,4,2,2
2,3,2,2,72,3,3,3,2,2,3,2,2,3,-2,2,170,1,0,0,2
2,4,2,2,76,3,3,3,2,2,3,2,2,3,2,2,96,3,1,1,2
2,4,2,2,64,3,3,3,2,2,3,2,2,3,1,1,96,5,2,2,2
2,4,2,2,52,4,4,3,2,2,2,1,2,2,2,2,80,3,1,1,2
2,5,2,2,48,3,3,3,2,2,3,2,2,3,0,1,70,10,8,0,2
2,3,2,2,60,3,3,3,2,2,3,2,2,3,0,1,41,4,2,2,2
1,5,1,1,43,3,4,3,1,1,4,1,2,2,2,1,53,7,3,0,1
2,5,2,2,65,3,3,3,2,2,3,2,2,3,3,1,41,4,3,2,2
4,2,2,4,68,4,4,2,4,2,3,2,4,1,1,2,130,6,1000,0,4
2,2,2,2,67,3,3,3,2,2,3,2,2,3,0,2,119,1,1000,0,2
2,4,2,2,51,3,3,3,2,2,3,2,2,3,0,2,100,4,1000,-4,2
2,2,2,2,52,3,3,3,2,2,3,2,2,3,2,2,24,1,6,2,2
2,3,2,2,62,3,3,3,2,2,3,2,2,3,-5,2,135,4,0,2,2
2,3,2,2,85,3,3,3,2,2,3,2,2,3,1,1,90,1,0,1,2
2,4,2,2,62,3,3,3,2,2,3,2,2,3,0,2,96,3,0,3,2
1,5,1,1,81,2,2,3,1,1,4,2,2,3,0,2,79,6,4,0,1
2,3,2,2,55,3,3,3,2,2,3,2,2,3,0,1,70,3,3,4,2
2,2,2,2,43,3,3,3,2,2,3,2,2,3,4,2,150,9,3,0,2
2,5,2,2,39,3,3,3,2,2,3,2,2,3,5,2,150,4,2,3,2
2,5,2,2,22,3,3,3,2,2,3,2,2,3,0,2,70,10,6,1,2
2,5,2,2,23,3,3,3,2,2,3,2,2,3,2,1,80,12,1000,0,2
3,5,3,2,55,4,4,4,2,1,4,2,2,3,2,1,180,1,1,3,2
2,5,2,1,38,4,4,4,2,2,1,1,3,4,7,1,200,6,25,2,3
2,2,2,2,57,3,3,3,2,2,3,2,2,3,0,1,200,3,1,1,2
2,4,2,2,59,3,3,3,2,2,3,2,2,3,1,1,37,4,1,1,2
2,4,2,2,54,3,3,3,2,2,3,2,2,3,1,2,119,1,0,1,2
2,5,2,2,44,3,3,3,2,2,3,2,2,3,0,2,49,7,0,0,2
2,5,2,2,54,3,4,3,2,3,5,2,1,3,1,2,180,3,0,2,1
3,5,2,3,25,3,4,4,1,1,1,2,3,3,4,1,100,4,3,0,3
2,4,2,2,26,3,3,3,2,2,3,2,2,3,3,1,117,12,1000,2,2
2,4,2,2,70,3,3,3,2,2,3,2,2,3,0,2,120,4,0,0,2
2,4,2,2,78,3,3,3,2,2,3,2,2,3,0,1,80,4,0,2,2
3,2,2,3,62,4,4,2,3,3,2,3,2,3,0,2,112,1,0,2,3
2,4,2,2,33,3,3,3,2,2,3,2,2,3,0,2,50,4,6,0,2
2,3,2,2,43,3,3,3,2,2,3,2,2,3,0,1,140,4,3,1,2
1,5,2,3,48,3,4,4,2,3,3,2,2,3,3,1,200,4,2,0,1
3,3,2,1,70,4,4,2,3,3,3,3,3,4,0,1,100,3,0,-5,3
2,4,2,2,35,3,3,3,2,2,3,2,2,3,1,2,80,4,1000,1,2
2,5,2,1,31,4,3,4,2,2,2,2,1,4,1,2,119,10,6,2,1
4,5,1,2,56,3,4,4,1,2,3,2,1,3,0,1,66,3,3,-2,2
2,4,2,2,54,3,3,3,2,2,3,2,2,3,1,2,120,3,1,-1,2
2,4,2,2,75,3,3,3,2,2,3,2,2,3,0,1,200,6,4,-1,2
3,3,2,2,54,3,3,2,3,2,3,3,2,3,1,2,130,3,0,1,2
2,2,2,2,27,3,3,3,2,2,3,2,2,3,1,2,110,10,2,0,2
2,5,2,2,64,3,3,3,2,2,3,2,2,3,-3,1,80,4,2,2,2
2,3,2,2,43,3,3,3,2,2,3,2,2,3,0,1,128,11,8,0,2
2,4,2,2,26,3,3,3,2,2,3,2,2,3,3,2,130,10,1000,2,2
2,4,2,2,77,3,3,3,2,2,3,2,2,3,-2,1,48,4,0,-1,2
4,4,2,1,76,4,4,1,4,5,1,3,4,4,2,2,119,3,0,0,3
2,5,2,2,62,3,3,3,2,2,3,2,2,3,1,1,80,4,4,0,2
2,3,2,2,68,3,3,3,2,2,3,2,2,3,0,2,49,1,1,0,2
2,2,2,2,53,3,3,3,2,2,3,2,2,3,0,2,100,1,0,0,2
2,2,2,2,73,3,3,3,2,2,3,2,2,3,-4,2,20,1,1,-3,2
1,4,1,2,49,4,4,4,2,2,5,1,2,4,0,1,126,4,3,0,2
2,3,2,2,68,3,3,3,2,2,3,2,2,3,2,1,40,6,2,0,2
2,3,2,2,57,3,3,3,2,2,3,2,2,3,3,2,90,3,0,0,2
2,4,2,2,35,3,3,3,2,2,3,2,2,3,1,1,70,3,1,1,2
2,4,2,2,58,3,3,3,2,2,3,2,2,3,0,2,124,3,0,3,2
3,3,1,2,60,2,1,2,3,3,5,2,2,4,2,1,480,4,0,3,2
2,5,2,2,70,3,3,3,2,2,3,2,2,3,0,1,36,4,3,0,2
2,5,2,2,45,3,3,3,2,2,3,2,2,3,1,1,58,12,5,2,2
2,5,2,2,22,3,3,3,2,2,3,2,2,3,2,1,50,12,0,1,2
2,3,2,2,36,3,3,3,2,2,3,2,2,3,1,2,24,4,5,2,2
2,4,3,2,46,2,4,1,3,4,2,3,4,2,7,1,42,6,3,-7,2
2,5,2,2,53,3,3,3,2,2,3,2,2,3,0,2,90,12,2,0,2
1,5,1,1,35,2,3,2,1,2,5,1,2,4,1,1,104,10,7,1,1
2,5,2,2,59,3,3,3,2,2,3,2,2,3,0,2,78,4,0,0,2
2,2,2,2,65,3,3,3,2,2,3,2,2,3,0,2,120,1,0,7,2
2,4,2,2,57,3,3,3,2,2,3,2,2,3,2,1,48,6,0,4,2
2,4,2,2,51,3,3,3,2,2,3,2,2,3,-2,1,40,4,5,1,2
2,3,2,2,43,3,3,3,2,2,3,2,2,3,0,2,200,4,6,2,2
2,3,2,2,27,3,3,4,2,3,3,2,2,3,2,2,119,6,0,2,2
2,5,2,2,54,3,3,3,2,2,3,2,2,3,0,2,80,4,1,0,2
2,5,2,2,58,3,3,3,2,2,3,2,2,3,1,2,137,3,2,0,2
2,5,2,2,25,3,3,3,2,2,3,2,2,3,2,1,120,12,0,2,2
2,4,2,2,71,3,3,3,2,2,3,2,2,3,0,1,80,1,2,1,2
2,3,1,2,26,3,3,4,2,1,2,3,2,2,0,2,104,10,0,0,2
2,5,2,2,52,3,3,3,2,2,3,2,2,3,0,2,75,1,2,2,2
2,2,2,2,74,3,3,3,2,2,3,2,2,3,1,1,40,3,1,2,2
2,5,1,1,62,2,2,2,1,3,4,2,2,3,0,2,106,4,1000,1,2
2,5,2,2,63,3,3,3,2,2,3,2,2,3,1,1,16,3,1,4,2
2,2,2,2,55,3,3,3,2,2,3,2,2,3,0,2,75,3,4,4,2
2,4,2,1,68,4,4,4,3,2,3,3,3,2,-5,2,25,1,1,9,2
2,5,2,2,63,4,4,2,2,2,4,1,1,3,1,2,120,4,0,0,2
2,4,2,2,41,3,3,3,2,2,3,2,2,3,0,2,130,4,0,0,2
2,3,2,2,69,3,3,3,2,2,3,2,2,3,1,2,96,3,0,1,2
